urdu,roman-urdu
ندین,Nadeen
لنڈھائی,lundhai
ایکو,echo
بزمیں,sar-ba-zamiin
علوم ظاہری,uluum-e-zaahirii
نیوش,niyuush
واجب تعظیم,waajib e ta^ziim
کشیدگی,kashiidgi
توار,tuvaar
شوک,shok
گھر جوت,ghar-jot
معنون,ma^nuun
ڈور دار,dor-daar
تکڑمی,tikdamii
ویسٹرن,western
سالمات,saalimaat
نیچرل سین,natural-scene
اضافت تشبیہی,izaafat-e-tashbiihii
درشنی,darshanii
ساحری,saahirii
لہر بہر,lahar-bahar
ایریزونا,arizona
چوپتی,chau patti
دوپہلو,do-pahluu
کم مایہ,kam-maaya
ماہم,Mahum
ہماری,hamari
کی,nishaniyon
آبروئی,aabruuii
نویں نکور,naviin-nikor
دھنگلی,dhanglii
نیابت خداوندی,niyaabat-e-khudaavandii
سلیم العقل,saliim-ul-'aql
شیطانیت,shaitaniyat
لوگوں,ke
طفل طبع,tifl-e-tab'
چلیم,chaliim
نے،,ne
نامحفوظ,naa maehfuuz
سونڈی,saundii
شاہد زور,shaahid-e-zuur
میر دیوان,miir-e-diivaan
ہٹ,hataa
عیالداری,ayaal-daarii
خوشی,khushi
بھونس,bhuuns
اتصال,itsaal
سحر فشاں,sahar-e-fishaan
اول,pn auwwal
روزی,tumhaari
تنقیدی,tanqeedi
میرا,zikr
اسیج,Asej
نظام مملکت,nizaam-e-mamlukat
دھیرا,dhiiraa
قلچاق,qalchaaq
المعجہ,Almaja
دیوار بیچ,diivaar-e-biich
وزیر اعظم,vaziir-e-aa'zam
چرخ چاہ,charkh-e-chaah
کامیابی,kaamyaabii
ضحاک,zohaak
مرتشی,murtashii
وہی,amr
منصب خدائی,mansab-e-khudaaii
شکریہ,shukriyah
دریا,Dryaa
غاذی,gaazii
سپتہ,sapta
احراف,ahraaf
درشت خو,durusht-khuu
دلیل معقول,daliil-e-maa'quul
روزنامہ,detailsroznama
جیو,Jeo
مصروف کار,masruuf-e-kaar
احتجاجی,ihtejaaji
ایکولوجی,ecology
زہریلے,zahreele
سبک مزاج,subuk-mizaaj
ٹکٹ منشی,ticket-munshii
ڈوبا,dooba
شوانا,Shawana
جھنڈا,lhrnjhanda laehraana
میں,khaano
گل ہزارہ,gul-e-hazaara
جا,gyr
بمدت,Bamdat
چاندنی,chaandnii
معید,mu'iid
گی،,pas
ان,unke
خوباں,Khooban
سے,bachne
مورد,maurid
غیر منقسم,gair-munqasim
اور,chuke
انٹی لاسا,antii-laasaa
خیر طلب,khair-talab
عتیق,Aatiq
طوبائے,tuba
مرتبہ,martabah
یہ,ye
اصوام,asvaam
پشیا,pishyaa
براعظم,barre azam
سنبھالنا,sambhalna
درجہ,darje
گہرے,gahre
تشمیر العین,tashmiir-ul-'ain
یونیورسٹی,univrsity
دل کا چین,dil kaa chain
بال,baal
جانوں,zyaadati
خیر اقصی,khair-e-aqsaa
وسیلہ,wasiilah
ماخوذ,makhuz
ملاح,mallaah
نبض غلیظ,nabz-galiiz
تقریرات,taqrirat
خوش گھڑی,khush-ghadii
ناف بریدہ,naaf-buriida
جمیل,Jammeel
الزامات,ilzaamaat
دمپاشین,dampaashiin
مرکز ثقل,markaz-e-e-siql
فضوح,fuzuuh
کلنگ,kaling
عباد,Ibad
معاوضے,trivial
چہرہ سازی,chehra-saazii
مترتتب,mutarattib
چھپڑیاں,chheriyan
تلامذہ,talaamiza
پارسلی,paarslii
کمان شیطان,kamaan-e-shaitaan
طبع کشیدہ,tab'-e-kashiida
چاروں,chaaron
پارچھا,paarchhaa
لکھوانا,likhvaanaa
پردے کی دیوار,parde kii diivaar
ہوکر,ho kar
ختم,khatam
لٹائی,lataaii
نوحؑ,e
ضامنہ,Zamna
آشیربچن,aashiir-bachan
عاقدہ,aaqida
قنال,qanaalcha
کنگھی,khrnkanghi karna
شوخی,shokhi
ارہنت,arhant
نوار,Nawar
۔میرظہر,-meer zohar
کیمیائی تعامل,kiimiyaaii-ta'aamul
بھدیاں,bhadayyaan
دیا,bana
مکین,makeen
جھوجرے,jhojre lataknaa
مائیکرو,micro
ششدرہ,shashdara
ابل یاسر,Abul Yusr
سنز,son's
معلومات اندوزی,maa'luumaat-andozii
شرافت نفسی,sharaafat-e-nafsii
سمایا,samaayaa
فاز,Faaz
شست پٹری,shast-patrii
میں,kiya
رتبہ اعلی,aalii-rutba
دلیری,dileyri
نیلی فلم,niilii-film
متشکر,mutashakkir
کلکلا کر,kilkilaa kar
ٹوٹکا,totka
کرادینا,kara dena
غریب نواز,Ghareeb Nawaz
پروٹوپلازم,protoplasm
غیبت,gheebath
عداوت,dushmani
بھوبل,bhuubal
کا,unka
یونیسیف,unicef
تلعب,tala'ub
گھمیر,ghumer
بزدلمغز,buz
نر ابرن,nir-abran
سکنجبین,sikanjabiin
منھ,munh
پس ماندہ,pas-maanda
چالیں,chaalen
شال,shaal
ریندھی,raindhii
حمیتی,humma-taifuudiyya
ڈھائ,dhaaii pahar kaa
پرانے,puranay
محاضرات,muhaazaraat
روز,ke
سانتھل,saanthal
عشاق,ushshaaq
منگل چار,mangal-chaar
حرام,mahine
جبان,Jabaan
مجموعہ آمدی,majmuu'a-aamadii
خم گشتہ,kham-gashta
کل دمہ,kal-duma
دالاج,Dalaj
بلا,bola
ڈھٹیارا,dhityaaraa
حکومت کرنا,hukuumat karnaa
اللہ,waqeyi
نرتن,nartan
اندھیرا,trandheyra tar
نیوگی,neogi
بھڑمبا,bhadambaa
نرم کلامی,narm-kalaamii
بال پارٹی,baal-party
اوج ارض,auj e arz
صلابت,Salabit
سیادت,siyadat
جمیل,Jamill
سوچ,khud
عجب الوقوع,ajab-ul-vuquu'
انجام,pzyranjaam paziir
تسبیح,tasbiih
باطن آگاہ,baatin-aagaah
ڈاچی,daachii
لاولد,laa-valad
تزاہر,Tuzahar
ہو بہو,hu ba hu
بحثوں,bahson
پاسری,paasurii
کاتکملہ,ka takmila
چاساکھ,chaasaakh
گرپ,garp
تختہ وضعات,takhta-e-vaz'aat
لایشہ,Lesha
موجود مطلق,maujuud-e-mutlaq
پٹپر,patpar
نظمائے جمع بندی,nuzamaa-e-jam'-bandii
بھیشن,bhiishan
مدعا,mudda'aa
ابدالی,abdali
انظام,Anzaam
ذمہ,zimmah
کو,paida
خطاؤں,khataao
ذریت,zurriyyat
یہاں,yahan
صدق شعار,sidq-shi'aar
بھگونے,bhigoney
کوتاہ دستی,kotaah-dastii
غلامی,ghulami
کمیاب,kamyaab
قبریں,qabren
آہستہ رو,aahista-rau
اولا,avvalan
زینہ,ziina
ڈھینک,dhenk
ساجنا,saajnaa
تسنن,tasannun
ءمیں, mein
مشرکین,un
و,aasmaan
سدھار,sudhaar
حرکات,harkaat
سنگرہنی,sangrahnii
polysaccharides,polysaccharides
بدگو,bad-go
حجاب,Hijaab
باغاتی,baagaatii
پرج,paraj
حکیم مشرب,hakiim-e-mashrab
گرلز,girls
ابان,Abaan
عقم,aqm
ٹکوچی,takochii
توالی,Tawali
عمرد,Ammrad
انسٹھواں,unsathvaan
میری,tambihaat
قیامت,qayamath
ستنجا,sat-najaa
جزوع,jazuu'
کچریاں,kachriyaan
افسر,afsar
احتضار,Ahtzar
جگنا,jagnaa
لیبرے ڈار,labradar
تضبیط,tazbiit
بھریرا,bharairaa
زودی,zuudii
آنکھ کا رسیلا,aankh kaa rasiilaa
رول کش,roll-kash
کھیت وار,khet-vaar
چارہ,chara
آئنۂ,aina
علاج,ilaaj
کرنے,krne
عراقی,iraaqii
ڈھیل,paeda
چترکاری,chitr-kaarii
انشراح,Insharaah
داد فرما,Dad Farma
بھکشوؤں,bhikshuon
بڑا صاحب,badaa-saahib
گوادر,gwadar
گوندل,gondal
شب زاد,shab-zaad
نیت,karey
اسلام,islaam
بھیشگ,bhiishag
نجاح,Najjah
بیہودہ,behuuda
ندرت آمیز,nudrat-aamez
بنجری,`lqhbanjari elaaqah
جیلانی,jilani
سلحشور,silah-shor
قاضی الحاجات,qaazii-ul-haajaat
افشاری,afshari
اتر,se
ادرکی پیاز,adrakii-pyaaz
سلام اللہ,salamullah
نائب مہتمم,naaib-muhtamim
بالا بر,baalaa-bar
نقو,naquu
چپیٹ,chapeyt
چیتنے,buraa chetne vaalaa
طرح اندازی,tarah-andaazii
منسوب,mansub
سچک,sach kaho
سکھائی,sikhai
ley,piina
کرنا,paedah
سرخیل,Sarkhil
شاہد پرست,shaahid-parast
معجب,mo'jib
لکھا پڑھا,likhaa-padhaa
وﺛمود,samoodh
خارج از استعمال,khaarij az-iste'maal
رخشاں,Rukhshan
جلہری,jalahrii
الخطیبی,al khatibi
التبيين,al-tabeen
متعدد,muta^ddid
شکیراہ,Shakirah
کھلائیں,khilaaye
مواد,mawaad
رخت سفر,rakht-e-safar
کمپارٹمنٹ کا امتحان,compartment kaa imtihaan
ملائی کی قلفی,malaaii kii qulfii
زیر صدارت,zer-e-sadaarat
چمالی,chamaalii
غصہ,hona
چنتا,chintaa
بارتھیز,bartheez
شرافت,shrafat
دکھائے,kam
کرالی,karaalii
نامرغوبیت,naa marghuubiyat
جویریہ,Jawairia
کرنا,tark karna
گسیلا,gusiila
نوتیج,nawtej
الجہنی,aljuhani
گمان غالب,gumaan-e-gaalib
انظار,Anzaar
پتھ,path
قالع,qaali'
ارقش,arqash
ملجا و ماوا,maljaa-o-maavaa
ذکرارہ,zikr-e-arra
سانپ,sanp
نیش فراق,niish-e-firaaq
کو,paak
ذریح,zariih
شادہ,shaad honaa
چار پا,chaar-paa
جتنا,jitnaa
منیارا,maniyaaraa
معیشت عرفی,ma'iishat-e-'urfii
maqaam,nehaani
ہپو,happo
زنجبیل,zanjabiil
پائی,aur
آفاق,aafaq
جاریہ,Jaariyah
عہدی,badahdi
توکا,Touca
عائشہ,Ieasha
تاخیر,takheer
ھ,hijri
خرگوش دریا,khargosh-e-dariyaa
فرغہ,Farghah
صبیح,Sabih
آئی,na
جہانگیر,Jehangeer
زیر اختیار,zeyr e ekhteyaar
غلطہ,galta
نیوز پیپر,news-paper
جانب دار,jaanib-daar
ملن گاہ,milan-gaah
مل,jae
دلاسے,dilase
سنوا,sanvaaraa
تعلقات,talluqat
برنال,barnaal
شکرم,shikram
کر,takhfif
حطب,hatab
تواانائی,tawaanayi
ایجاد,ijad
نہال,nehaal
گویا,woh
پیروز,Peroz
مہر,par
مرجانی,Marjaani
خاصی,khaasi
مُفید,Mufid
پیر خانہ,piir-khaana
حرام کھانا,haraam khaanaa
سیلے,salle
طباچہ,tabaacha
چٹکا,chutkaa
خوشی پر خوشی,khushii par khushii
بسیط,Beseet
اولے,dr
شکاری جانور,shikaarii-jaanvar
حادثوں,hadson
شیشی,shiishii
توزع,tavazzu'
میں,sabqath
یمن,Yaman
بد,bad
مقفے,muqaffaa
سامرہ,Saamrah
حق فراموش,haq-faraamosh
چوک,chuuk
نقشے باز,naqshe-baaz
اٹیرن,ateran
وه,bahuth
درکی,durkii
ٹرمبلنگ,trembling
استعمالسپہ,sipah saalaar
نیوی,navy-blue
تمیز,ki
گاندھار,gaandhaar
اعداد,aadad
حریر,Hareer
سہم,saham
پارم پار,paaram-paar
گورو,gaurav
کاموں,un
اسامہ,Osama
نعمائے بہشت,naa'maa-e-bahisht
گل دار,gul-daar
ریسٹ,rest-house
نسل کشی,nasl-kashii
چندر ملک,chandr-malik
چھیاسی,cheyasi
مینا فام,miinaa faam
ٹیپنا,tiipnaa
درد ناکی,dard-naakii
حظ,Hiz
پروٹ,purvat
ڈرتے,darte
گارڈن پارٹی,garden-party
رد قرض,rad-e-qarz
محمل آرا,mahmil-aaraa
یارق,Yariq
دریائی گھوڑا,dariyaaii-ghodaa
نور دار,nuur-daar
پھوٹی کوڑی,phuutii-kaudii
مات,maat
گوہری,gauharii
نون,non
بداغ,Budagh
رماد,ramaad
دن دوپہر,din-dopahar
ہجرت,karte
لحاظ,lehaaz
راہ بری,raah-e-buriida
احلم,ahlam
نو جوبنا,nau-jobnaa
بادہ خواری,baada-khvaarii
نائٹ سوٹ,night-suit
نابت,Naabit
کی,wajeh
من پسند,man-pasand
نقطہ نظر,nuqta-e-nazar
گر,jaadugar
فرش گل,farsh-e-gul
عاصم,Aasem
ترشہ,turshah
لڑکھنا,ludakhnaa
پٹتا,pit-ta
کسبی,kasabi
صبغت,sibgat
خجالت,khajaalat
کھڑکی دار پگڑی,khidkii-daar-pagdii
یہ,jab
تصویریں,tasveerainphir
خصوم,khusuum
نرالا,nirala
اطرح,Aatirah
رضائے,raza
مبالہہ,mubaalaha
ذبح,zabh
مقلدانہ,muqallidaana
آؤ,aakhir
سپیت,sapit
دوستی,dostii
افسرانِ,afsrani
بڈ,bud
عالم,ke
حجری دور,hajarii-daur
پوست,post
خرابت,kharaabatii
مہدی برحق,mahdii-barhaq
کیے,jama
ٹنک شالا,tankshaalaa
مفید ترین,mufiid-tariin
بلا واسطہ,bilaa-vaasta
تجوری,tijori
کیرر,keror
اونٹ کٹارا,uunt-kataaraa
رغید,ragiid
جھمر,jhummar
سگتوان,sugatvaan
غضنفر,gazanfar
ایارجات,ayaar-e-jaat
کے,uske
جاوے,jaawe
کے,niche
زبان بستگی,zubaan-bastagii
باد شرطہ,baad-e-shurta
دل ستاں,dil-sitaan
جھرار,jhiraar
منکا ساز,mankaa-saaz
مواعظی ادب,mavaa'izii-adab
مغتنم,mughtanim
پیدا,paida
مکارہ,makkaara
آسمانی,aasmaani
شکم بندگی,shikam-e-bandagii
خوبصورتی,khoubsurti
پسند,pasand
ہلکی,halkii
نیکی,mein
مغلئی بیل بوٹے,muglaii-bel-buute
مسکنت آمیز,maskanat-aamez
منگوا,mangvaa
چیز,har
نیلاب,niilaab
اسکوٹر,scooter
مرد میدان,mard-e-maidaan
گئ,gi
بخل,buql
ترش نویسی,tursh-naviisii
مطلع ثالث,matla'-saalis
نشۂ,nashsha-e-rang
نسب فروش,nasab-farosh
سملینا,Sumlina
ناطاقت,naa-taaqat
منصبmañsab,ragarna
نقلی دانت,naqlii-daant
حجری,hajri
جھاڑو پیٹا,jhaaduu-piitaa
فرائد,Fraid
خوش خوراک,khush-khuuraak
دینا،گناہ,dena
شوریلی,shoriilii
روایت پسند,rivaayat-pasand
سکو,sho
اگوٹ,agot
شوخیاں,shokhiyaan
سوتا,sotaa
ریاضی,rayazi
مدخانہ,mad-khaana
شرح الہدایہ(فقہ,sharhil hidaya(fiqh
دائجا,daaijaa
کافری,kafiri
غیر متنازعہ,gair-mutanaazi'a
سفر آخرت,safar-e-aakhirat
کیسری رنگ,kesrii-rang
تحدی,tahaddii
بند,chhkhrrband chhakra
بخش,ummiid bakhsh
ہن,hanaa
پاکیزہ,Paakizah
مچھیل,muchhail
امرس,amras
برد,burd
معلقہ,mu'allaqa
نوشت خواند,navisht-khvaand
چوآ,choa
نسمہ,nasama
ترش زبانی,tursh-zubaanii
معنویت,ma^nwiyat
مچلنا,machalna
مبرزق,Mubrezq
سرمحفل,sar-e-mahfil
فردان,Fardan
لیہ,Layyah
پہلوان,pahalwan
زاد,liye
تبدلی,tabaddulii
پلٹ,saath
حلبہ,Hulbah
چھبیل,chhabiila
بے توفیق,be-taufiiq
الکافی,alkafi
دامل,Damil
کیخسرو,Ke-Khusro
بدم,badam
پہلامعاشرتی,pahla muasharati
سمہ,samma
حسن سماعت,husn-e-samaa'at
شائع,shaya
حالانکہ,halaanke
الحنبلی,alhambali
اڑائی,udaai
اُسے,hukum
پیغام,paegham
پڑدادا,pardada
ناکسبی,naa-kasbii
آپس کا واسطہ,aapas kaa vaasta
بُرے,burey
مسائل,masaail
فاسٹ,fast-food
سائقا,Saiqa
زرّاتی,zarraati
حُر,Hur
روبکاری,rubakari
اوا,aawa
شمنطہ,Shamantah
مجلیات,mujalliyyaat
کناری,kanari
نخرہ باز,nakhra-baaz
بخلی,bukhlii
صاف باطن,saaf-baatin
بدنی,badanii
تجمیل,Tajmil
تاریخ موجودات,taariikh e maujuudaat
مفروش,mafruush
پہلو,ki
ان,kuch
نقش سلیمانی,naqsh-e-sulaimaanii
غشارب,Ghasharob
ٹاپو,taapu
دم,dam
تارخ,Tarukh
ڈاﻻ،,daala
ہے,se
نزول حجاب,nuzuul-e-hijaab
ثرب,sarb
شیرانی,sheerani
شامت زدگی,shaamat-zadagii
رام راج,raam-raaj
فضلات,fuzalaat
اندر,ander
عذاب دینے,wlazaab deyney waala
تکاہل,takaahul
موبلے,mobile
مارشا,Marshaa
مازن,maazan
اقرباء,aqraba
پردہ نشینی,parda-nashiinii
حرف تفسیر,harf-e-tafsiir
حقیقت,fil haqiiqat
فرینکلن,frenklen
مسقط,masqat
کشفیہ,Kashfiya
پرچھتی,parchhattii
تلازمہ,talaazima
سن کرنا,sun karnaa
سگ,sag
قید فرنگ,qaid-e-farang
نو دولتیا,nau-daulatiyaa
چھٹکارا,chhut kaara
پروان چڑھا,parvaan chadhaanaa
طلبی,talabi
دائرہ دار,daaira-daar
قیصر,Qaiser
مالے,maley
درود,daruud
متجمد,mutajammad
کسکنا,kasaknaa
فضائے,faza
راج بھگتی,raaj-bhagti
بہایا,bahaya
مبالغہ پسند,mubaalaga-pasand
ابلہ,abla
کہوٹہ,kahota
شعبان,Shaaban
علمی,ilmii
ماء الورد,maa-ul-vard
فرستادہ,Farstaadah
بوتھ,booth
ازدواجی,izdivaajii
مطالع بروج,mataale'-e-buruuj
اعلام,ailaam
آسمانی,aasmani
مزاح گو,mizaah-go
پھینل,phenil
ہےکے,he
محقر,muhaqqar
عمریہ,umaryaa
بشارت,bashaarath
امڈنا,umadnaa
حجاب,ek
و,paimaan
تیاری,taiyaari
مکاشفاتی,mukaashafaatii
مدغم,madgham
نوروں بھرا,nuuron-bharaa
گفتگو,guftuguu
لیان,Layaan
مسکوٹ,misquote
حالتِ,haalat
جھٹائ,jhutaa
روایت بستہ,rivaayat-basta
میمو,maimuun rahe
دھاتا,dhaataa
چادر تطہیر,chaadar-e-tathiir
خروج,kharooj
ساعدی,saa'idii
سڑک,sarak
چور جسم,chor-jism
پات,paat
خط و کتابت,khat-o-kitaabat
لا خراج,laa-kharaaj
دھبوب,dhabuub
دوسرے,duusrey
روداد,rudaad
مثبت,masbat
انگاری,angaarii
حالات,halaat
الماتی,almati
اکیل,pn akeyla
پینجائی,piinjaaii
امیدی,ummiid-e-yaar
حرف گوئی,harf-goii
شیخوپورہ,sheikhpura
میرا پن,meraa-pan
مؤلف,moallif
قطعہ قطعہ,qit'a-qit'a
نقل,naql
نکھری,nikhrii
B,b
شوا,Shua
رد,radd
طیبہ,taiba
تیری,zaath
ارتقائی,irteqaayi
مرغ حق,murg-haq
ذاہلہ,Zaahilah
نغمہ آفریں,nagma-aafriin
رزمہ,razma
مظہر,Mazhar
مسند شاہی,masnad-e-shaahii
تبدیل,e
مستجاب,Mustjaab
آزثنا,Azusena
-,thisishypenhere
حالت,halate
ہلورا,hiloraa
کورٹ,court honaa
پسیج,pasiij
بیدل,bed-larzaan
بادپا,Baadpa
ناٹک شالہ,naatak-shaala
عتمان,Othman
ایڈمنسٹریٹر,administrator
اسلحہ آتشیں,asliha-e-aatishiin
دو آغازی,do-aagaazii
شہرت,shohat
صحیح سالم,sahiih-saalim
خمیدہ,khamiidah
ذہیب,Zaheeb
حنبلی,hanbali
وداع,vada
سپر نیچرل,supernatural
ناز و نعمت,naaz-o-ne'mat
بگاڑو,bigaaduu
دھندل,pn
بعد,logon
اورنہ,aur na chhor
نوشیرواں,naushervaan
باہمی,baahmi
ممنوع,mamnuu'
حیا,Hayaa
جرنل,journal
ترغیبی,targheebi
متواتر,mutavaatir
فرمان,mutii
سنن,sanan
نموم,namuum
موجی میکانیات,maujii-maikaaniyaat
باد برداشتہ,baad bar daashtah
کانسہ,kaansa
تقدیر شکن,taqdiir-shikan
اوالہ,Awala
حوال,Havaal
دڑبہ,dad-bahra
مکھ سمن,mukh-saman
منہ بولی,munh-bolii
رخصت,ruksat
چودھواںںں,chaudh waan
اوچھے,ochhe
فرمانبرداری,farmaan-bardaarii karnaa
پائے,jatey
کشمیریت,kashmiiriyyat
چوپایہ,chau paayah
غرضی,khud gharzi
کھڑا زبر,khadaa-zabar
منڈیا,mandya
درمیانی دور,darmiyanii-daur
اچکری,achkarii
جودھپور,jodhpur
محور ارض,mehvar-e-arz
لزوجت,lazuujat
حور مثال,huur-misaal
جھنجھٹیا,jhanjhatiyaa
موجودہ,maujuda
دیدی,dedi
شاذہ,Shazeh
زلزلہ,zalzala
لغام,lagaam
تند خو,tund-khuu
شعرا,shuara
کھانے,khilaane
پہاڑی شیر,pahaadii-sher
خون آلود,khuun-aaluud
پرکرنا,pur karna
مدارا,madar
لنگرا,langraa
کوزندہ,ko zinda
ہٹ,hit
زیاب,Zoyab
اونگنا,uungnaa
سبک دوشی,subuk-doshii
ہیبت,Haibat
کرداگاپ,kirdagap
اسقیل,isqiil
بلاؤز,blouse
آلکسیا,aalkasyaa
ڈسپلن,discipline-yaafta
جھوت,jhot
ہداد,Hudaad
محور اکبر,mehvar-e-akbar
میں,mei
موبد,muabbid
عفو,o
نقش مراد,naqsh-e-muraad
مقامی زبان,maqaamii-zabaan
دختران,dukhtaraan
ملاقات,mulaaqaat
کالے بال,kaale-baal
دھندلا پن,dhundlaa-pan
غابط,gaabit
پز,paz
دھوئیں,dhuen
دن اوندھا,din aundhaa
حضار,Huzar
پابرہنہ,paa-barahna
بچھڑوں,bichroun
نو رنگی,nau-rangii
میجرجنرل,major-general
تعاوی,Taavi
سمرن,sumran
عمر رواں,umr-e-ravaan
ل,lapref
پیار,pyar
ٹمٹمانا,timtimaanaa
کریں,jama
وکنٹھم,wikintahum
آخرش,aakhirash
محسوسات,mahsusat
غم ہستی,gam-e-hastii
شہوانی,shewani
ناقص الایمان,naaqis-ul-iimaan
ماورائیت,maa-varaaiyat
امان,Aman
mukammal,akhlaaq
وحشی,waeh shi
بھیٹی,bhetii
دہیم,dahii-mahii
امڈ,umdaa
رمیدہ دل,ramiida-dil
پھرائے,phiraye
قدروں,qadron
شعلہ رخ,SholaRukh
کانٹے کا,kaante kaa
شافعی,shaafayi
تحت,tehet
کرفر,karfar
کیوں کہ,kyuun ki
تماشے کا,tamaashe kaa
مخصور,makhsuur
مصطلحات,mustalahaat
پنج,panjtani
چیولی,chiivalii
چھیجنا,chhiijnaa
عنادا,inaadan
رزال,rizaalii
ساندہ,saandaa
تشمیم,Tashmim
نے,main
دعان,Deaan
سوکھی روٹی,suukhii-rotii
خوف,wa
ملتا,miltaa
کثیر خلوی,kasiir-khalvii
سحرش,Saharish
کوروش,Kourosh
ڈامر,daamar
کاٹنے,kaatnay
گاچھ,gaachh
بھمن,bhaman
ایڈوانس,advance
أزرق,Azraq
پہلو,pahluu
پیالہ قوس و قزح,pyaala-e-qaus-e-quzah
کتاب مقدس,kitaab e muqaddas
فلسفہ,falsafa
مجتنب,mujtanib
گھر بسا,ghar-basaa
گاؤ,gaav
کٹی,kitty
شارستان,shaaristan
گراتھ,chaamar-giraath
صہیب,Sohaib
محاکمات,muhaakamaat
شاہیں,shaahiin
انور,anvar
رگ اسیلم,rag-e-usailam
کالک,kaalik
گوارہ,gawaarah
ان کہی,an-kahii
ہتھوڑی,hathaudii
بسم اللہ کر کے,bismillaah kar
انڈیا,india
صغیر,saghiir
نصف محیط,nisf-muhiit
